"","year","player_name","ranking","top_10","wins","score_average","rounds","bounce_back","driving_accuracy","driving_distance","gir","hole_proximity","x_of_attempts","putts_round","scramble","sg_putt","sg_t2g","sg_total","sg_approach","sg_tee","sg_ar","par4_sa","par3_sa","par5_sa","covered_tee","left_rough","right_rough","fair_bunk","gir_fair","gir_not_fair","prox_fair","prox_rough","go_for_green","sand_save","prox_arg","putt_25","putt15_25","putt10_15","putt_10","finround_sa"
"1",2022,"Justin Thomas","1",5,NA,69.617,35,21.82,57.14,311.1,72.4,"16,359.083",480,27.84,69.18,0.044,1.757,1.8,0.903,0.546,0.306,3.87,2.95,4.41,64.58,11.41,16.18,7.2,81.25,61.98,"26' 2""","45' 6""",31.03,68.29,"6' 6""",9.41,12.9,28.4,87.55,68.75
"2",2022,"Talor Gooch","2",4,1,70.082,54,18,60.5,303,70.81,"28,135.500",768,28.31,61.94,0.093,0.986,1.078,0.632,-0.168,0.521,3.97,2.93,4.44,63.09,11.15,16.31,6.2,78.94,57.8,"30' 10""","48' 11""",26.13,57.47,"6' 11""",5.49,15.91,28.04,88.24,69.18
"3",2022,"Seamus Power","3",4,NA,70.19,51,23.33,64.5,298.9,72.83,"21,284.417",585,28.72,65.33,0.355,0.225,0.58,0.011,0.246,-0.032,3.93,3.07,4.42,63.98,11.71,11.71,5.2,83.65,59.83,"31' 8""","45' 9""",27.96,54.69,"7' 5""",8.51,15.27,28.74,89.21,68.67
"4",2022,"Xander Schauffele","4",1,NA,70.297,33,24.14,61.06,308.8,69.63,"16,089.750",444,28.4,64.63,0.215,1.067,1.282,0.418,0.411,0.238,3.94,2.98,4.51,63.9,11.78,14.94,7.5,79.13,58.02,"31' 0""","41' 11""",28.05,70.27,"6' 5""",2.78,16.88,36.62,88.21,68.29
"5",2022,"Collin Morikawa","5",5,NA,70.026,26,19.15,66.78,302.4,72.22,"11,065.833",320,28.27,61.82,0.424,0.937,1.361,0.609,0.614,-0.287,3.91,2.98,4.45,63.27,12.35,11.95,4.4,83.74,56.44,"28' 1""","54' 3""",29.31,40,"7' 10""",2.9,21.67,37.29,88.05,66.2
"6",2022,"Hideki Matsuyama","T6",4,2,70.122,41,28.92,60.45,305.9,71.95,"22,758.083",643,28.8,64.25,-0.204,1.167,0.962,0.717,0.229,0.22,3.95,2.98,4.41,64.31,11.05,15.98,8.5,83.29,56.39,"29' 4""","44' 0""",25,53.62,"7' 3""",4.83,14.29,27.87,89.52,68
"7",2022,"Joaquin Niemann","T6",3,1,69.95,37,22.22,55.32,303.9,69.28,"15,309.250",429,28.21,63.3,-0.106,1.416,1.31,0.543,0.358,0.514,3.97,2.96,4.52,64.68,13.86,19.28,8.1,77.31,60.95,"28' 9""","43' 4""",18.46,60.87,"6' 4""",3.53,21.84,22.86,88.3,69.14
"8",2022,"Billy Horschel","8",3,NA,69.895,34,25,66.04,294.8,71.3,"17,235.083",444,28.6,63.87,0.68,0.713,1.394,-0.009,0.403,0.32,3.96,2.99,4.45,63.31,10.45,12.15,8.8,82.14,54.86,"34' 5""","49' 5""",30.16,51.28,"7' 4""",5.65,15.56,36.92,89.59,69.43
"9",2022,"Russell Henley","9",2,NA,69.651,47,26.04,65.85,297.6,71.72,"23,277.750",662,28.36,61.16,0.194,1.376,1.571,1.105,-0.074,0.345,3.94,2.96,4.48,62.6,12.45,11.87,4.1,82.63,56.46,"31' 6""","41' 4""",22.47,45.31,"7' 4""",7.05,17.39,31.93,88.08,68.82
"10",2022,"Sungjae Im","10",4,1,70.187,47,31.17,63.47,302.3,71.34,"27,252.333",734,28.55,70.04,0.331,1.116,1.447,0.101,0.524,0.49,3.93,3.03,4.46,63.87,12.74,15.53,5.9,80.82,59.11,"31' 6""","47' 3""",24.6,57.97,"6' 6""",5.56,16.3,36.19,89.26,68.7
"11",2022,"Patrick Cantlay","11",4,NA,69.949,25,21.95,60.77,304.4,68.43,"12,498.000",321,27.59,68,0.535,0.779,1.314,-0.177,0.5,0.455,3.93,2.99,4.29,65.73,15.81,13.83,6.3,80.42,56.56,"31' 10""","49' 9""",27.94,52,"6' 9""",6.15,23.64,15.69,91.1,68.8
"12",2022,"Scottie Scheffler","12",6,3,69.87,49,27.08,57.19,308.9,71.56,"22,561.417",601,28.52,58.14,0.588,0.944,1.532,0.495,0.141,0.308,3.94,3.03,4.46,64.58,14.23,16.14,8.3,85.63,56.4,"30' 4""","44' 4""",22.12,51.85,"6' 7""",6.38,20.69,37.36,88.2,69
"13",2022,"Louis Oosthuizen","13",NA,NA,70.379,28,22.03,67.05,299.9,69.78,"15,569.417",444,28.8,61.76,-0.008,0.748,0.741,-0.147,0.519,0.376,3.91,3.1,4.62,63.27,10.12,10.4,8.1,80.6,57.89,"30' 9""","39' 10""",32.76,62.79,"7' 4""",4.76,17.89,33.9,86.77,70.5
"14",2022,"Daniel Berger","14",2,NA,69.942,21,33.33,67.58,290.1,69.44,"11,311.167",302,28.28,75.76,0.328,1.374,1.702,0.577,0.303,0.494,3.91,2.97,4.56,61.74,4.55,17.36,7,78.03,55.42,"33' 2""","46' 10""",20.83,81.25,"6' 7""",4.11,16.13,37.5,88.71,71
"15",2022,"Cameron Smith","15",4,2,69.274,26,28.85,54.95,297,72.65,"16,217.750",447,27.73,63.28,1.048,1,2.048,0.809,-0.206,0.396,3.88,2.96,4.35,64.32,19.36,14.16,4.3,86.5,57.93,"29' 11""","41' 11""",25,60.87,"7' 5""",9.62,10.96,35.14,91.78,67
"16",2022,"Webb Simpson","16",1,NA,70.609,27,16.67,61.75,298.3,68.52,"14,260.583",408,27.92,61.76,0.278,0.317,0.595,0.131,-0.178,0.364,3.94,3.02,4.54,62.76,14.87,13.61,7,79.51,53.54,"30' 2""","43' 9""",18.87,54.29,"6' 3""",5.62,17.81,28.95,90.07,68.8
"17",2022,"Sam Burns","17",5,2,70.079,38,19.44,60.23,308.1,71.64,"24,137.000",660,28.45,63.92,0.385,1.098,1.483,0.724,0.157,0.218,3.95,2.96,4.47,64.16,12.11,14.45,6.8,83.02,56.19,"30' 4""","49' 11""",25.89,44.23,"7' 4""",7.14,17.97,27.66,89.04,69.63
"18",2022,"Marc Leishman","18",3,NA,70.313,41,27.85,56.95,305.3,69.3,"25,018.083",659,28.18,64.29,0.571,0.582,1.153,0.353,0.072,0.157,3.98,2.91,4.49,63.66,11.28,20.82,5.4,80.53,52.84,"30' 8""","49' 6""",23.36,54.1,"7' 9""",7.5,16.07,36.54,88.76,68.78
"19",2022,"Viktor Hovland","19",4,1,70.213,37,19.44,64.29,306.2,71.9,"18,817.167",537,28.74,64.53,0.282,0.77,1.052,1.019,0.588,-0.838,3.93,2.99,4.47,64.6,10.58,14.42,5.5,80.39,54.71,"29' 5""","40' 11""",31.78,35.29,"8' 0""",3.2,18.92,35.87,88.05,69.13
"20",2022,"Sergio Garcia","20",1,NA,70.756,25,29.17,58.77,303,68.43,"13,099.750",320,28.55,64,0.456,0.22,0.676,-0.497,0.793,-0.077,4,3.06,4.45,64.1,15.08,18.65,4.8,82.87,51.97,"34' 10""","48' 2""",28.33,62.16,"7' 6""",9.52,13.24,35.14,88.75,70.6
"21",2022,"Keith Mitchell","21",4,NA,70.08,49,20.39,60.88,307,69.57,"26,467.000",680,29.22,64.29,0.173,1.026,1.199,0.003,0.815,0.207,3.99,3.01,4.47,64.82,12.33,14.99,7.6,80.21,56.4,"31' 3""","48' 6""",28.44,59.15,"8' 5""",7,19.67,35.92,87.35,68.8
"22",2022,"Jon Rahm","22",4,NA,70.259,34,26.23,63.21,315.8,75.74,"16,813.500",483,29.8,59.54,-0.115,1.698,1.582,0.656,1.299,-0.257,3.94,3.03,4.45,65.79,7.92,18.21,6.3,86.57,60.9,"30' 8""","45' 0""",34.74,41.67,"8' 6""",4.96,13.98,32.39,86.56,70.14
"23",2022,"Tyrrell Hatton","23",2,NA,70.141,26,37.04,55.3,300.8,64.9,"11,566.583",318,27.32,61.87,1.168,0.371,1.539,0.303,-0.051,0.118,4.03,2.97,4.44,62.1,15.04,17.89,4.1,74.85,57.04,"33' 1""","41' 6""",22.73,60,"7' 8""",12,16.67,32.65,91.88,70.2
"24",2022,"Maverick McNealy","24",2,NA,70.28,53,26.12,57.31,304.7,68.33,"26,422.500",700,28.42,56.14,0.354,0.655,1.008,0.317,0.418,-0.081,4,3.01,4.49,63.83,12.38,17.56,9.6,79.8,53.56,"31' 6""","46' 9""",29.36,45.24,"7' 11""",7.83,17.65,24.24,89.2,70.08
"25",2022,"Jhonattan Vegas","25",1,NA,70.371,47,29.82,58.2,317.7,69.15,"23,007.500",587,29.13,59,-0.01,0.752,0.743,0.314,0.611,-0.174,3.99,3.09,4.53,64.08,13.78,15.33,6.4,78.99,57.41,"33' 0""","46' 6""",20.39,48.53,"9' 0""",4.35,12.93,33.33,87.75,70.4
"26",2022,"Max Homa","26",2,1,70.581,39,25,60.32,305.1,68.67,"22,580.750",606,28.83,58.62,0.255,0.871,1.126,0.433,0.421,0.017,4.01,3.01,4.42,64.21,11.97,16.81,6.7,80.26,56.5,"30' 10""","46' 1""",32.38,42.55,"7' 8""",4.35,20.79,27.27,88.38,69.88
"27",2022,"Chris Kirk","T27",2,NA,70.494,46,24.32,63.54,298.7,67.75,"21,982.917",589,28.85,63.3,0.026,1.245,1.271,0.375,0.378,0.492,3.99,3,4.58,63.01,13.88,11.28,6.1,79.06,52.36,"31' 10""","43' 8""",34.48,57.33,"7' 8""",7.1,16.98,26.74,87.75,70.11
"28",2022,"Will Zalatoris","T27",3,NA,70.433,41,23.38,51.6,310.4,72.07,"17,861.583",486,29.17,62.43,-0.3,1.767,1.467,1.048,0.631,0.089,4.02,2.93,4.55,64.82,13.37,25.13,5.9,82.56,62.4,"29' 9""","47' 3""",18.75,50.98,"7' 6""",4.42,14.29,24.62,86.58,71
"29",2022,"Adam Scott","29",3,NA,70.239,34,30.43,53.13,310.2,67.59,"19,281.917",514,28.57,60.57,0.602,0.265,0.867,0.374,0.111,-0.221,3.98,3.04,4.54,64.66,15.25,18.5,7.5,81.9,56.41,"30' 4""","50' 8""",28.4,56.25,"8' 4""",5.93,16.38,36.99,89.25,70
"30",2022,"Luke List","30",3,1,70.33,47,22.94,53.62,316.9,72.1,"22,913.833",606,29.5,60.63,-0.827,1.699,0.872,0.576,0.67,0.453,3.97,3.07,4.52,66.01,19.23,15.81,7.5,80.06,62.77,"31' 7""","43' 8""",22.02,52.31,"6' 11""",5.37,13.73,30.7,84.98,68.89
"31",2022,"Charles Howell III","31",1,NA,70.394,34,25.93,58.82,302.9,70.26,"18,765.500",480,28.82,63.19,-0.141,0.792,0.651,0.038,0.301,0.453,3.97,3.03,4.6,65.45,12.5,15.43,8.5,80,61.73,"33' 0""","48' 2""",16.18,64.15,"7' 5""",4,17,32,86.3,70.71
"32",2022,"Davis Riley","32",2,NA,70.67,48,23.2,63.2,304.4,67.48,"23,013.500",640,28.5,59.79,0.011,0.199,0.21,-0.069,0.268,0,3.99,3.01,4.66,63.66,14.23,14.02,4.3,77.33,54.51,"31' 2""","45' 0""",22.47,50,"7' 9""",5.23,23.44,31.82,86.3,71.78
"33",2022,"Kevin Kisner","33",4,NA,71.214,40,16.88,69.41,289.4,70.54,"19,962.250",535,28.79,61.14,0.774,-0.114,0.66,-0.233,-0.173,0.292,3.96,3.02,4.57,61.63,9.05,11.19,6.4,79.69,52.48,"32' 8""","51' 4""",21.21,50,"7' 0""",8.33,20.65,37.97,89.69,67.5
"34",2022,"Jason Kokrak","T34",1,1,71.132,35,18.06,61.21,304.4,67.53,"22,360.167",570,28.5,62.03,0.424,-0.182,0.243,0.16,-0.184,-0.158,4.06,2.93,4.5,63.25,13.26,14.38,4.9,74.36,53.18,"34' 0""","50' 3""",24.74,66.67,"7' 11""",5.63,16.98,24.72,90.43,70.29
"35",2022,"Hudson Swafford","T34",1,1,71.444,50,28.08,61.21,307.9,68.67,"25,050.083",679,29.4,54.26,-0.149,-0.102,-0.251,0.441,0.141,-0.684,4.03,3.07,4.55,63.96,12.45,14.94,5.4,78.64,53.33,"31' 10""","45' 6""",36.19,54.29,"8' 10""",7.82,17.81,33.62,86.5,69.22
"36",2022,"Justin Rose","36",1,NA,71.066,31,20,64.45,298,68.65,"10,838.000",321,28.11,65.82,0.292,-0.271,0.021,-0.223,0.167,-0.216,3.93,3.03,4.7,62.15,8.76,12.35,8,75,58.99,"29' 11""","43' 2""",17.95,47.62,"7' 6""",9.72,8.47,25,89.3,69.67
"37",2022,"Cameron Young","37",2,NA,70.125,43,30.1,58.21,319.6,65.56,"22,946.667",639,28.08,63.71,0.332,0.7,1.032,-0.063,0.776,-0.013,3.94,3.06,4.58,67.05,15.29,14.08,6.8,76.38,55.13,"31' 5""","44' 3""",33,44.44,"7' 4""",6.71,20.34,35.11,87.54,69.88
"38",2022,"Jason Day","38",1,NA,71.189,28,30.26,59.74,299.5,66.27,"15,340.667",389,28.54,60.59,0.176,-0.408,-0.231,-0.22,-0.254,0.066,3.98,3.08,4.63,61.91,12.42,14.77,10.1,79.13,50.97,"35' 0""","47' 8""",20,55.32,"7' 9""",8.91,13.7,28.57,87.07,70.2
"39",2022,"Adam Hadwin","39",4,NA,70.546,50,16.83,66.04,295,71.11,"22,208.417",646,28.94,65.38,0.292,0.925,1.216,0.612,-0.033,0.346,3.98,2.98,4.56,62.73,10.28,13.31,6.5,78.65,56.78,"30' 4""","44' 2""",25.88,67.27,"5' 9""",5.96,15.44,35.71,88.85,69.64
"40",2022,"Mackenzie Hughes","40",2,NA,70.05,39,24.42,59.84,296.2,67.28,"19,959.000",500,28.22,64.15,0.73,0.021,0.751,-0.016,-0.241,0.278,3.96,3.02,4.62,62.11,16.45,14.1,5.7,77.97,53.54,"31' 11""","56' 4""",13.24,61.82,"7' 5""",7.56,18.09,32.91,90,68.86
"41",2022,"Shane Lowry","41",1,NA,69.844,23,17.65,58.03,299.9,70.28,"10,440.333",320,28.65,69.16,0.569,0.916,1.485,0.66,0.27,-0.015,3.97,2.94,4.62,61.3,12.3,18.03,8.2,77.36,61.74,"26' 10""","47' 2""",29.03,68,"6' 8""",6.02,17.46,33.33,89.47,67.75
"42",2022,"Corey Conners","42",1,NA,70.484,46,23.46,64.1,301.4,73.36,"22,129.500",623,29.69,60.96,0.02,1.113,1.133,0.381,0.704,0.028,3.94,3.03,4.62,64.53,13.93,10.86,7,80.86,61.73,"31' 2""","39' 6""",26.53,50,"8' 1""",4.92,14.17,34.02,88.23,69
"43",2022,"Matt Fitzpatrick","43",4,NA,69.728,29,33.33,62.95,292.2,67.74,"10,714.167",287,28.54,69.54,0.539,1.514,2.053,0.635,0.409,0.47,4,3.04,4.41,62.06,13.24,12.33,7.3,77.88,54.89,"33' 3""","40' 9""",31.11,61.76,"6' 0""",4.11,15.38,35.9,89.97,70.17
"44",2022,"Kevin Na","44",1,NA,72.401,22,21.28,64.45,289.4,68.52,"11,076.333",321,28.78,59.8,-0.057,-0.677,-0.734,-0.001,-0.571,-0.107,4.01,3.03,4.5,61.26,12.89,14.45,6.3,78.79,48.35,"28' 7""","51' 4""",30.23,68,"7' 2""",4.29,13.56,27.45,88.46,68.33
"45",2022,"Dustin Johnson","45",2,NA,70.937,25,26.67,54.84,310.4,66.36,"9,945.083",302,27.94,62.39,0.128,0.678,0.806,0.456,0.5,-0.278,3.99,3.04,4.51,63.6,14.72,12.55,8.2,75.74,58.04,"27' 9""","41' 6""",23.4,39.13,"6' 0""",4.76,20.75,25.93,89.18,68
"46",2022,"Abraham Ancer","46",2,NA,71.417,39,28.36,67.99,295.1,68.3,"18,760.167",496,28.29,64.95,0.017,-0.257,-0.24,-0.063,0.229,-0.423,3.97,2.97,4.57,63.26,7.61,15.74,5.6,76,51.63,"32' 10""","46' 1""",21.11,48,"7' 2""",4.27,13.83,28.57,88.59,70.43
"47",2022,"Si Woo Kim","47",1,NA,71.147,54,28.1,61.76,305.5,67.97,"29,669.167",784,28.49,63.61,-0.19,0.442,0.251,-0.106,0.483,0.064,4.01,3,4.49,64.12,10.55,18.18,6,79.82,53.11,"33' 4""","44' 0""",21.17,47.42,"7' 10""",3.17,18.25,28.33,87.16,70.5
"48",2022,"Matt Jones","48",2,NA,70.924,47,22.58,53.12,306.5,66.43,"25,332.500",657,28.51,60.56,-0.137,0.74,0.603,0.027,0.156,0.557,3.98,3.1,4.52,64.76,15.53,17.48,7.8,79.94,55.19,"31' 7""","46' 8""",17.39,50.57,"7' 2""",4.79,16.13,27.45,88.18,68.5
"49",2022,"Matt Kuchar","49",2,NA,70.326,39,23.61,64.14,288.4,65.38,"21,969.750",573,27.54,72.02,0.609,0.235,0.843,-0.138,-0.229,0.602,3.94,2.99,4.62,61.76,11.29,16.93,6.3,75.22,50.52,"32' 8""","47' 7""",14.71,63.77,"6' 5""",3.65,14.85,35.8,90.02,69.5
"50",2022,"Cameron Tringale","50",3,NA,70.958,51,27.27,58.42,301.3,70.49,"24,587.167",661,29,60,0.072,0.327,0.399,0.354,-0.233,0.206,4,2.99,4.62,62.27,13.95,18.27,6.3,82.08,56.57,"31' 7""","46' 6""",22.92,41.43,"7' 10""",5.35,15.7,34.04,88.39,69.89
"51",2022,"Aaron Wise","51",2,NA,70.556,40,17.39,57.94,303.3,70,"22,614.167",624,28.93,62.96,-0.26,0.901,0.641,0.421,0.405,0.075,4.01,2.96,4.57,63.7,12.79,16.77,6.3,81.31,54.94,"30' 7""","42' 1""",21.11,44.23,"7' 0""",1.28,14.84,33.68,87.64,69.88
"52",2022,"Tom Hoge","52",3,1,70.092,59,17.39,61.16,297.2,68.06,"25,743.917",746,28.34,69.25,-0.103,1.18,1.077,0.871,0.156,0.152,3.98,2.93,4.58,62.65,9.97,19.59,5.5,76.79,54.49,"29' 0""","46' 5""",30.1,47.06,"6' 10""",5.77,14.57,26.67,87.26,70.42
"53",2022,"Stewart Cink","53",1,NA,71.846,33,17.65,58.82,305.4,70.71,"19,146.083",534,29.36,53.45,-0.003,-0.695,-0.697,-0.086,-0.197,-0.412,4.02,3.08,4.57,63.82,16.14,13.73,6.3,80,56.61,"29' 10""","45' 3""",23.88,55,"8' 7""",6.38,10.09,32.94,87.93,70
"54",2022,"Matthias Schwab","54",3,NA,70.227,36,17.07,61.17,289.9,69.14,"13,713.667",377,28.92,63,0.564,0.579,1.144,0.402,-0.29,0.468,3.97,3.09,4.6,61.56,14.58,11.46,5.9,81.25,57.51,"33' 7""","42' 8""",6.9,60.42,"6' 10""",3.45,19.48,37.93,88.83,69.88
"55",2022,"Alex Smalley","T55",1,NA,70.972,53,23.08,61.77,304.6,69.08,"25,197.750",697,29.36,60.68,-0.234,0.053,-0.182,-0.092,0.272,-0.128,4.02,3.04,4.63,63,15.58,16.7,5.6,75.99,58.01,"31' 5""","44' 11""",18.52,52.78,"7' 11""",4.24,18.12,24.53,86.87,70.2
"56",2022,"Gary Woodland","T55",4,NA,70.509,37,20.24,51.17,312.7,67.57,"20,262.917",570,28.86,64.35,0.334,0.704,1.038,0.508,0.113,0.082,4.01,3.04,4.54,63.23,17.89,18.58,6.4,80.53,55.6,"30' 5""","45' 6""",35.37,53.85,"6' 6""",6.33,13.76,35.14,88.49,69.5
"57",2022,"Chad Ramey","57",2,1,71.288,46,23.31,64.16,287.9,68.48,"17,544.167",503,28.93,55.94,-0.209,-0.26,-0.469,0.346,-0.406,-0.199,4.02,3.05,4.57,61.47,13.54,18.23,6,80.73,52.84,"30' 6""","44' 1""",26.42,50,"7' 3""",9.6,16.25,23.26,86.45,70.71
"58",2022,"Tyler Duncan","58",NA,NA,70.995,41,23.96,69.73,293.4,67.89,"14,378.333",428,28.8,62.03,-0.275,0.599,0.324,0.138,0.249,0.212,4.01,2.94,4.69,61.82,10.12,10.12,4.6,76.4,50.29,"30' 7""","41' 11""",20.83,50,"7' 3""",4.5,13.58,32.79,87.44,69.43
"59",2022,"Sebastián Muñoz","T59",2,NA,71.231,46,20.16,61.41,300.1,66.8,"23,021.583",624,29.33,58.37,-0.449,0.448,-0.001,0.065,0.289,0.093,4.03,3.04,4.61,63.04,11.09,17.45,7.4,78.42,53.48,"31' 3""","47' 6""",34.04,55.88,"7' 1""",3.75,23.48,21.11,85.44,71
"60",2022,"Taylor Pendrith","T59",1,NA,70.855,51,24.81,55.7,314.1,69.72,"26,253.083",694,29.65,59.35,-0.08,0.307,0.227,-0.147,0.466,-0.012,4.02,3.01,4.63,65.82,14.81,17.04,8.1,81.82,58.41,"32' 3""","48' 7""",21.21,52.56,"8' 0""",6.04,13.04,35.56,87.09,71.2
"61",2022,"Tommy Fleetwood","61",1,NA,70.088,25,15.09,56.67,298.6,62.88,"12,345.083",320,28.18,63.95,0.461,0.602,1.063,-0.211,0.203,0.609,4.05,3.01,4.49,61.57,13.82,14.23,6.9,75.88,47.69,"33' 0""","50' 0""",22.45,57.14,"6' 10""",7.14,13.56,26.67,90.12,71.2
"62",2022,"Patton Kizzire","62",1,NA,71.112,50,28.1,53.3,302.6,68.33,"28,464.500",752,28.92,62.11,0.042,0.25,0.292,0.41,-0.047,-0.114,4.01,3.02,4.58,63.28,15.12,20.1,6.9,79.51,57.85,"32' 0""","46' 11""",26.61,53.97,"7' 9""",6.07,15.75,29.36,88.43,70.6
"63",2022,"Brian Harman","63",2,NA,70.708,44,21.35,66.55,290.9,69.38,"21,265.833",603,29.17,64.6,0.26,-0.013,0.247,-0.11,0.071,0.026,3.94,3.1,4.63,62.03,12.42,12.85,6.6,76.86,65.61,"32' 5""","41' 1""",35.94,55.38,"6' 7""",2.84,9.9,36.26,89.82,70
"64",2022,"Brooks Koepka","64",2,NA,71.275,39,21.59,53.59,309.9,66.01,"20,760.750",555,28.71,62.02,0.134,0.032,0.166,-0.004,0.197,-0.161,3.99,3.06,4.58,65.37,14.05,17.33,6.8,81.89,52.73,"32' 0""","41' 2""",26.73,50,"6' 11""",5.93,18.18,36.59,87.43,68.83
"65",2022,"Keegan Bradley","65",3,NA,70.616,49,18.8,56.9,307.3,66.06,"22,355.750",646,28.57,61.21,-0.187,1.253,1.067,0.523,0.423,0.307,4,3,4.58,63.71,12.4,16.4,6.4,79.34,52,"28' 10""","45' 1""",28.09,42.65,"7' 3""",4.23,15.25,28.71,87.92,69.2
"66",2022,"J.J. Spaun","66",2,1,70.614,60,23.08,64.38,292.2,67.96,"30,255.333",819,28.87,59.83,0.185,0.323,0.508,0.111,0.204,0.008,4,3.02,4.59,61.65,10.08,17.01,6.5,78.88,48.99,"33' 4""","44' 6""",21.88,45.98,"7' 8""",6.64,15.48,32.8,88.93,70.38
"67",2022,"Joel Dahmen","67",2,NA,70.923,49,20.49,67.99,294,71.2,"24,973.083",713,29.55,57.09,-0.048,0.233,0.185,0.32,0.228,-0.315,3.98,3.01,4.57,62.67,12.82,9.93,4.5,79.7,58.26,"32' 7""","40' 8""",28.28,41.56,"7' 6""",5.91,14.58,28.57,88.42,70.09
"68",2022,"Danny Lee","68",2,NA,71.164,32,23.47,52.48,296.8,63.72,"14,421.583",358,28.22,56.46,-0.248,-0.535,-0.783,-0.132,0.026,-0.43,4.04,3.1,4.52,62.72,16.06,17.88,8,72.96,56.87,"32' 10""","48' 8""",26.79,50,"8' 11""",3.37,7.81,29.09,87.57,70.8
"69",2022,"Carlos Ortiz","69",1,NA,71.537,37,20.41,56.81,304.4,66.97,"18,879.333",500,28.54,58.64,-0.083,-0.332,-0.415,0.3,-0.024,-0.608,4.01,3.01,4.63,63.88,13.14,15.72,8.8,78.42,53.6,"30' 10""","46' 10""",19.51,43.75,"8' 8""",7.32,16,19.23,88.76,69.33
