"","year","player_name","ranking","top_10","wins","score_average","rounds","bounce_back","driving_accuracy","driving_distance","gir","hole_proximity","x_of_attempts","putts_round","scramble","sg_putt","sg_t2g","sg_total","sg_approach","sg_tee","sg_ar","par4_sa","par3_sa","par5_sa","covered_tee","left_rough","right_rough","fair_bunk","gir_fair","gir_not_fair","prox_fair","prox_rough","go_for_green","sand_save","prox_arg","putt_25","putt15_25","putt10_15","putt_10","finround_sa"
"140",2022,"Henrik Norlander","140",1,NA,71.413,46,23.44,60.09,291.5,69.2,"22,028.417",601,29.65,54.9,-0.479,-0.033,-0.512,0.328,-0.235,-0.127,4.05,3.02,4.66,61.42,14.32,16.67,5.8,79.27,54.55,"29' 7""","55' 8""",14.93,53.03,"8' 1""",5.76,11.45,24.47,87.04,70
"141",2022,"Jim Knous","141",NA,NA,71.458,27,18.29,53.85,294.9,65.64,"7,179.083",212,28.63,57.49,0.517,-0.079,0.438,-0.818,-0.02,0.759,4.03,3.1,4.59,63.4,19.28,12.65,10.8,81.77,50.57,"29' 5""","42' 6""",21.05,42,"5' 4""",7.69,25.64,39.29,87.38,71.2
"142",2022,"Graeme McDowell","142",NA,NA,71.601,34,19.77,65.25,282.5,65.52,"14,548.417",375,28.65,59.72,-0.035,-0.753,-0.787,0.072,-0.4,-0.424,4.01,3.11,4.69,60.86,16.55,10,8.6,75.65,53.66,"35' 5""","44' 10""",9.52,51.72,"8' 7""",5.38,13.51,32.79,88.14,73.2
"143",2022,"Scott Gutschewski","143",NA,NA,71.594,34,18.92,56.21,296.5,68.46,"9,898.000",287,29.12,64.77,-0.261,0.296,0.035,0.314,-0.305,0.288,3.99,3.04,4.69,62.36,17.27,20.91,7.3,80.52,58.65,"29' 1""","44' 4""",19.35,57.89,"7' 9""",4.41,10.77,34.21,89.31,70
"144",2022,"Kevin Tway","144",1,NA,71.628,47,18.18,49.77,309.9,64.54,"27,207.250",659,28.98,59.67,0.458,-0.976,-0.518,-0.836,-0.087,-0.053,4.07,3.06,4.6,64.84,15.84,19.8,7.1,77.23,54.57,"35' 3""","45' 11""",16.28,60,"8' 9""",3.85,19.85,36,89.55,70.14
"145",2022,"James Hahn","T145",NA,NA,71.388,33,16.67,61.89,302.1,65.99,"16,003.333",393,29.52,62.38,-0.888,0.335,-0.553,-0.143,0.232,0.246,4.04,3.1,4.64,63.35,14.52,16.5,4.3,75.8,58.96,"35' 9""","47' 7""",13.24,57.14,"8' 2""",2.22,16.9,25,85.34,72.25
"146",2022,"Patrick Rodgers","T145",2,NA,71.162,47,15.13,47.79,306.3,67.85,"23,084.417",592,29.57,59.93,0.227,-0.034,0.193,0.006,-0.159,0.119,4.05,3.04,4.64,64.56,15.89,20.09,7.9,80.89,56.27,"32' 3""","47' 0""",16.05,43.66,"7' 10""",5.52,14.78,29.89,88.72,71.88
"147",2022,"Peter Uihlein","T145",NA,NA,71.528,36,20.19,46.31,307.1,64.97,"11,881.083",319,28.97,57.71,-0.093,-0.205,-0.297,-0.047,-0.308,0.15,4.04,3.08,4.67,64.65,20.58,19.34,7.4,75.86,60.22,"34' 3""","39' 8""",13.04,55.22,"8' 5""",2.94,17.65,25,87.76,70.67
"148",2022,"Ben Kohles","148",NA,NA,71.68,35,27.66,57.67,287.3,66.98,"11,487.167",305,28.89,59.13,-0.145,-0.969,-1.115,-0.172,-0.808,0.01,4.02,3.07,4.64,61.76,13.62,20,6.8,78.01,54.11,"29' 7""","51' 8""",6.67,45.45,"8' 7""",6.15,21.82,23.53,85.36,72.2
"149",2022,"Chris Stroud","149",NA,NA,71.429,19,25.4,60.92,288.6,65.2,"8,161.333",214,29.37,51.26,-0.455,-0.157,-0.612,0.643,-0.241,-0.559,4.07,3.15,4.64,60.93,15.24,14.02,6.7,76.73,53.92,"33' 7""","49' 3""",12.5,39.29,"8' 3""",9.09,19.44,20,83.4,71.5
"150",2022,"Paul Barjon","T150",1,NA,71.908,37,18.35,56.36,307.4,66.97,"19,226.000",519,29.54,51.82,-0.242,-0.183,-0.425,-0.064,0.313,-0.432,4.07,3.01,4.7,63.81,15.83,16.58,7.5,80.9,52.91,"32' 3""","45' 3""",19.72,41.18,"9' 0""",7.63,15.93,23.96,88.07,70.8
"151",2022,"Adam Svensson","T150",2,NA,71.375,50,24.31,62.34,291.5,68.89,"20,750.333",604,29.52,57.14,-0.329,0.067,-0.262,0.24,-0.048,-0.125,4.04,3.02,4.64,61.5,13.68,17.52,7.1,78.24,55.17,"30' 8""","42' 10""",20,44.05,"7' 4""",10.88,16.94,32.38,84.74,72.22
"152",2022,"Jonathan Byrd","152",1,NA,71.17,27,18.18,62.33,290.4,65.84,"8,589.500",232,28.52,68.07,0.238,-0.223,0.015,-0.166,-0.464,0.407,3.97,3.06,4.7,62.9,9.94,10.5,12.2,74.89,52.11,"33' 9""","40' 3""",11.11,52.17,"8' 4""",7.41,9.26,31.71,90.35,69.75
"153",2022,"Doc Redman","153",NA,NA,71.586,51,16.77,56.76,295.2,66.56,"23,885.083",627,29.24,56.03,0.083,-0.359,-0.276,0.195,-0.087,-0.467,4.05,3.03,4.67,61.86,14.11,17.84,5.4,74.69,57.24,"32' 0""","47' 8""",10.13,46.34,"8' 11""",6.92,12.7,37.63,87.02,71.56
"154",2022,"Kurt Kitayama","T154",1,NA,71.844,34,17.35,48.41,304.4,64.71,"11,640.083",322,29.15,56.02,-0.189,-0.341,-0.53,0.395,-0.349,-0.387,4.05,3.08,4.69,65.12,13.41,20.33,5.7,79.04,53.69,"29' 11""","44' 8""",27.91,50,"8' 2""",5.41,21.21,28.3,85.25,70.5
"155",2022,"Callum Tarren","T154",1,NA,71.872,29,23.96,55.09,307.9,67.43,"10,206.667",284,29.93,51.18,-0.787,-0.229,-1.016,-0.084,0.517,-0.661,4.03,3.19,4.64,64.52,19.82,16.22,7.7,78.38,60.22,"32' 7""","37' 6""",19.51,38.98,"8' 5""",4.17,25.93,25.64,82.48,68
"156",2022,"Pat Perez","156",2,NA,71.166,42,23.48,57.54,288.1,62.96,"21,785.500",554,28.45,60.71,0.126,0.065,0.191,0.151,-0.376,0.29,4.06,3.06,4.61,60.23,17.99,13.32,6.1,70.78,51.43,"34' 10""","48' 8""",16.44,55.38,"6' 8""",6.52,12.2,25,87.93,70.57
"157",2022,"Anirban Lahiri","157",1,NA,71.477,42,18.85,60.24,295.8,64.29,"21,963.500",568,28.79,58.52,0.064,-0.097,-0.033,-0.48,0.316,0.067,4.05,3.07,4.63,62.6,12.58,15.51,8.8,73.65,51.93,"32' 8""","52' 0""",21.43,49.25,"7' 2""",4.79,15.79,25.3,88.85,72.71
"158",2022,"Kelly Kraft","158",NA,NA,72.023,35,20.69,63.77,285.6,61.27,"14,617.750",409,28.43,52.05,0.783,-1.773,-0.99,-0.698,-0.602,-0.472,4.09,3.08,4.67,60.22,12.74,14.65,5.7,71.1,45.71,"31' 4""","45' 7""",15.63,46.48,"8' 9""",8.74,9.33,39.68,91.36,72
"159",2022,"Brandt Snedeker","159",NA,NA,71.726,39,22.33,60.77,290.5,67.24,"19,385.583",518,29.21,60,-0.157,-0.32,-0.476,-0.049,-0.306,0.035,4.04,3,4.7,61.49,12.5,14.5,6.3,77.88,50.23,"32' 10""","47' 7""",19.35,50.79,"7' 7""",2.96,21.11,19.77,88.52,69.4
"160",2022,"Nick Watney","160",1,NA,71.609,50,15.15,54.09,303.9,69.56,"25,590.083",677,29.72,58.39,0.119,-0.112,0.007,0.306,-0.095,-0.323,4.02,3.12,4.69,63.21,14.86,17.9,6.7,79.84,61.88,"34' 0""","42' 6""",21.43,49.3,"8' 6""",7.46,16.41,35.96,87.85,70.25
"161",2022,"Camilo Villegas","161",NA,NA,71.913,38,25.23,59.51,291.8,68.27,"13,279.250",355,29.45,54.38,-0.838,-0.001,-0.839,-0.031,-0.248,0.277,4.02,3.13,4.64,62.58,15.94,14.86,7.2,77.85,60.47,"32' 11""","44' 11""",19.51,40.74,"7' 7""",6.41,18.84,27.27,83.77,72
"162",2022,"Ryan Moore","T162",NA,NA,71.713,23,29.41,65.73,288.2,70.29,"10,638.917",306,29.3,60.16,-0.42,0.327,-0.092,0.495,-0.251,0.084,4.02,3,4.56,61.67,10.92,13.03,6.3,81.99,58.18,"29' 6""","42' 5""",27.03,38.71,"8' 3""",0,10,30.95,88.47,72
"163",2022,"Dylan Wu","T162",NA,NA,71.225,41,23.71,59.72,295.3,67.34,"16,371.000",446,29.22,62.24,0.303,-0.215,0.088,0.108,-0.21,-0.114,4.04,2.98,4.64,63.15,17.68,10.14,8.1,79.18,54.35,"32' 5""","41' 5""",21.57,46.67,"7' 11""",9.57,19.77,27.69,87.15,72.29
"164",2022,"Charley Hoffman","164",NA,NA,72.002,37,30,45.31,308.1,65.02,"20,453.333",537,28.62,58.37,-0.334,-0.587,-0.921,-0.43,-0.346,0.188,4.07,3.03,4.62,64.82,11.41,24.76,7,80.6,51.43,"32' 0""","40' 8""",20.69,44.23,"7' 1""",2.61,11.76,34.25,86.97,71.29
"165",2022,"Zach Johnson","165",NA,NA,71.255,38,21.7,60.84,282.6,64.04,"22,239.083",590,28.63,58.13,0.319,-0.526,-0.207,-0.268,-0.392,0.134,4.06,2.99,4.71,60.63,11.4,18.2,5.7,74.38,46.6,"32' 1""","48' 9""",8.7,52.94,"7' 6""",8.11,11.76,32.86,88.11,70.17
"166",2022,"Joseph Bramlett","166",NA,NA,71.958,49,21.23,52.28,317.3,70.07,"22,712.583",624,30.08,50.76,-0.986,0.33,-0.655,0.334,0.355,-0.358,4.05,3.07,4.66,65.74,18.39,20.08,4.2,80.56,62.96,"29' 3""","42' 11""",25,37.31,"8' 6""",5.88,10.74,21.7,86.53,71.25
"167",2022,"Wesley Bryan","167",NA,NA,71.612,23,20.9,59.87,290.4,61.35,"8,368.167",233,28.52,60.63,0.044,-0.689,-0.645,0.454,-1.057,-0.086,4.08,3.1,4.66,60.86,13.22,15.52,8,71.28,42.06,"31' 8""","45' 7""",25,60,"6' 0""",6.67,13.04,19.23,88.98,70.5
"168",2022,"Chez Reavie","168",1,NA,71.645,47,19.35,69.18,281.7,64.78,"23,616.750",661,29.06,62.75,-0.518,-0.1,-0.618,0.24,-0.315,-0.025,4.05,3.02,4.73,59.71,9.88,15.42,4,69.93,51.5,"32' 3""","44' 7""",17.74,54.79,"7' 10""",5.66,10.24,22.11,86.74,71.25
"169",2022,"Curtis Thompson","169",1,NA,71.708,45,20.93,52.64,305.5,63.58,"17,070.500",448,28.8,59.66,0.126,-0.714,-0.588,-0.41,0.034,-0.337,4.03,3.07,4.68,63.19,21.76,14.71,7.4,75.99,51.01,"32' 11""","45' 10""",17.02,46.99,"7' 11""",6.36,18.6,27.94,88.47,71.43
"170",2022,"Max McGreevy","170",1,NA,71.436,40,27.05,62.79,287.2,63.89,"16,885.167",432,28.63,57.31,0.108,-0.46,-0.352,-0.138,-0.294,-0.028,4.07,3.07,4.62,60.46,15.29,12.84,5.8,74.28,49.76,"35' 1""","48' 1""",15.22,37.68,"7' 7""",4.67,15.19,31.03,88.26,70.2
"171",2022,"Peter Malnati","171",1,NA,71.458,59,21.02,51.77,296.2,64.6,"28,296.750",769,28.39,60.64,0.082,-0.22,-0.138,0.047,-0.307,0.039,4.02,3.04,4.7,63.03,14.48,17.55,8.2,78.96,51.27,"31' 9""","43' 11""",21.59,48.96,"7' 5""",5.39,13.92,27.59,89.53,71.36
"172",2022,"Harry Higgs","172",1,NA,71.528,46,18.26,56.8,300.2,62.2,"26,651.417",678,28.37,64.86,0.293,-0.776,-0.484,-0.619,-0.1,-0.058,4.04,3.06,4.66,62.89,14.97,19.19,4.6,76.32,51.28,"34' 3""","47' 11""",19.78,52.22,"8' 3""",4.22,17.04,32.26,88.95,71
"173",2022,"Andrew Novak","173",NA,NA,71.432,42,28.57,56.58,292.1,65.74,"15,253.167",394,28.71,66.02,-0.278,-0.084,-0.361,0.099,-0.264,0.081,4,3.08,4.66,62.68,12.87,21.45,8.3,74.92,58.27,"34' 3""","45' 4""",16,49.15,"7' 4""",11.21,12.16,26.92,86.73,69
"174",2022,"Brandon Hagy","174",NA,NA,71.934,48,20.25,47.2,314.2,61.46,"21,247.917",538,28.88,56.46,-0.175,-0.661,-0.836,-0.626,-0.056,0.021,4.06,3.19,4.61,65.87,16.79,21.8,4.8,77.88,53.3,"32' 9""","46' 6""",32,55.56,"7' 10""",4.93,13.1,27.4,87.39,71
"175",2022,"Justin Lower","175",NA,NA,71.709,34,20.41,57.68,292.7,69.77,"9,850.833",285,29.85,55.68,-0.841,-1.129,-1.969,0.085,-0.874,-0.339,4.07,3.06,4.63,62.1,10.91,17.27,9.5,82.85,57.21,"30' 4""","43' 2""",18.52,48,"7' 8""",4.55,13.85,28.26,84.52,71
"176",2022,"Jared Wolfe","176",NA,NA,71.698,35,21.43,53.8,306.8,67.3,"15,870.333",407,29.8,58.25,-0.302,-0.511,-0.812,-0.25,-0.112,-0.149,4.07,3.03,4.62,64.4,15.72,19.5,7.2,79.39,53.33,"30' 3""","50' 11""",28.57,44.44,"9' 0""",2.54,14.63,31.51,88.57,69.75
"177",2022,"Danny Willett","177",NA,NA,71.069,28,25,63.14,295.9,65.87,"11,891.750",316,28.82,61.63,-0.298,0.39,0.092,-0.299,0.191,0.498,4.03,3.11,4.64,62.8,12.6,17.07,6.5,76.73,51.75,"31' 10""","49' 11""",10.26,42.42,"6' 4""",6.1,16.67,28.26,86.31,69.8
"178",2022,"Roger Sloan","178",NA,NA,71.352,44,25.56,57.24,295,64.14,"22,458.000",589,28.64,57.39,-0.065,-0.156,-0.222,-0.105,-0.088,0.036,4.03,3.1,4.69,63.21,13.33,17.56,3.6,77.59,49.23,"32' 8""","49' 2""",19.72,41.54,"6' 6""",7.19,18.92,31.18,86.99,71
"179",2022,"Stephan Jaeger","179",NA,NA,71.513,45,14.81,54.09,287,59.63,"24,722.083",624,28.22,62.08,0.279,-0.802,-0.523,-0.258,-1.023,0.478,4.08,3.01,4.73,60.62,17.55,15.22,7.8,72.11,46.15,"33' 2""","50' 1""",19.67,53.26,"7' 0""",4.32,18.8,37.21,87.42,71.5
"180",2022,"Jim Herman","180",1,NA,71.751,33,21.74,67.54,290.6,68.35,"16,179.667",450,29.85,57.98,-0.409,-0.592,-1.001,-0.238,-0.112,-0.242,4.06,3.05,4.73,60.91,11.37,14.29,5.8,76.95,52.7,"32' 11""","44' 9""",18.52,46.15,"7' 2""",6.45,16.48,31.34,84.96,70.4
"181",2022,"Brice Garnett","181",1,NA,71.59,49,20.34,66.77,290.2,65.99,"22,541.250",588,28.98,65.33,0.158,-0.35,-0.192,-0.345,-0.039,0.034,4.02,3.03,4.72,60.91,12.39,12.17,6.2,77.21,47.56,"33' 2""","50' 1""",15.28,50,"7' 10""",6.88,19,22.62,89.26,71
"182",2022,"Branden Grace","182",1,NA,72.25,34,18,60.59,290.4,64.71,"19,306.917",511,29.32,58.8,-0.726,-0.624,-1.35,-0.689,-0.05,0.115,4.04,3.07,4.75,63.05,11.6,16.54,6.2,76.92,47.85,"33' 0""","42' 7""",31.34,53.85,"7' 1""",4.76,13.59,26.58,85.9,69.6
"183",2022,"Scott Piercy","183",NA,NA,71.848,42,22.13,52.67,295.2,61.9,"22,671.000",569,28.33,60.76,-0.072,-0.407,-0.479,-0.257,-0.276,0.126,4.06,3.12,4.6,62.8,11.62,22.78,8.4,74.84,46.91,"34' 4""","46' 8""",14.1,53.03,"7' 10""",5.26,16.84,26.14,88.32,72.33
"184",2022,"William McGirt","184",NA,NA,71.27,26,11.29,63.26,287,67.95,"16,160.583",449,29.31,65.33,-0.24,-0.109,-0.349,-0.213,-0.375,0.48,4.04,3.02,4.65,61.1,10.66,14.12,8.6,75.98,54.89,"32' 0""","40' 9""",6.06,48.72,"7' 1""",1.65,16.3,25,89.76,71
"185",2022,"Garrick Higgo","185",NA,NA,71.867,32,9.52,53.57,300.4,65.8,"14,326.333",357,29.41,48.73,-0.323,-0.258,-0.581,-0.115,0.007,-0.151,4.08,3.05,4.66,65.7,13.41,13.41,7.6,80.42,49.04,"33' 8""","47' 4""",37.5,38.78,"8' 4""",6.73,12.16,31.48,87.57,72.83
"186",2022,"Ian Poulter","186",NA,NA,71.136,27,21.21,63.77,290.3,64.35,"14,883.500",388,28.75,62.99,-0.001,0.243,0.242,0.067,-0.139,0.314,4.04,3,4.73,60.65,9.54,12.17,8.2,70.42,53.72,"33' 10""","49' 5""",20.45,45.45,"7' 7""",5,17.39,37.7,86.31,72.25
"187",2022,"J.T. Poston","187",NA,NA,71.525,40,22.12,58.99,299.4,65.14,"23,972.167",605,29.3,64.14,-0.189,-0.13,-0.319,-0.422,0.244,0.048,4.05,3.1,4.56,63.43,13.19,14.89,7.9,78.35,51.75,"35' 0""","45' 9""",27.96,43.66,"7' 6""",4.19,12.4,35.11,89.03,69.2
"188",2022,"Bill Haas","188",NA,NA,71.383,56,20.74,55.89,295.8,66.27,"24,395.833",605,29.13,63.53,-0.056,-0.301,-0.357,-0.346,-0.247,0.292,4.03,3.04,4.66,62.18,12.53,19.22,8.6,77.08,54.55,"35' 3""","49' 2""",18.33,52,"7' 2""",5.35,8.08,30.12,89.19,71.5
"189",2022,"Seung-Yul Noh","189",NA,NA,71.865,41,19.44,50.62,297.6,66.26,"16,676.917",425,29.24,58.63,0.074,-1.123,-1.049,-0.203,-1.065,0.145,4.04,3.08,4.69,62.02,14.95,22.43,7.2,75.35,58.72,"32' 10""","46' 3""",15.22,55.22,"6' 11""",3.85,16.88,33.33,87.95,71.75
"190",2022,"Andrew Landry","190",2,NA,72.484,26,19.48,66.3,285,64.1,"11,672.167",302,28.62,55.95,0.224,-1.63,-1.406,-1.209,-0.051,-0.37,4.03,3.13,4.74,61.11,8.58,17.6,3.4,74.79,48.76,"32' 9""","47' 8""",20.69,27.27,"9' 11""",11.59,12.33,25.45,90.03,67
"191",2022,"Kyle Stanley","191",NA,NA,71.791,43,15.57,66.95,290.8,68.6,"17,870.583",483,30.4,56.79,-1.138,-0.144,-1.283,0.053,0.235,-0.432,4.06,3.09,4.74,62.15,13.37,12.57,5.9,75.31,57.65,"32' 0""","46' 1""",14.29,41.27,"8' 2""",5.19,11.11,23.88,84.59,67.75
"192",2022,"Michael Gligic","T192",NA,NA,72.294,35,19.81,56.24,296.8,65.71,"13,478.750",374,29.4,56.48,-0.6,-0.734,-1.333,-0.312,-0.05,-0.372,4.07,3.14,4.6,63.21,13.1,22.07,9,77.82,54.67,"31' 5""","44' 3""",18.18,42.86,"8' 9""",1.14,9.2,20.37,88.83,71.5
"193",2022,"Martin Trainer","T192",2,NA,71.852,45,25.76,51.69,303.2,64.07,"21,657.583",516,28.91,57.04,0.742,-1.523,-0.781,-1.026,-0.335,-0.161,4.07,3.12,4.64,64.51,20.56,17.51,7.4,82.3,49.83,"35' 2""","48' 7""",14.75,39.73,"7' 9""",9.15,21.7,31.25,89.51,71
"194",2022,"Cameron Champ","194",NA,NA,72.589,24,17.11,50.45,322,62.27,"13,423.333",338,29.25,58.28,-0.287,-0.295,-0.581,-0.509,0.48,-0.266,4.18,3.12,4.52,64.59,21.76,18.7,6.5,71.6,52.41,"32' 1""","48' 6""",20,32.5,"8' 0""",2.41,13.43,24,88.39,74.67
"195",2022,"Jason Dufner","195",NA,NA,72.049,24,26.03,59.58,287.8,64.58,"8,507.250",232,29.08,56.86,-0.257,-0.494,-0.751,-0.067,-0.222,-0.205,4.08,3.16,4.62,61.65,12.29,20.11,8.9,74.37,58.52,"30' 6""","48' 11""",9.52,45.95,"8' 2""",5.08,21.74,33.33,84.06,71.33
"196",2022,"Austin Cook","196",NA,NA,72.233,39,18.27,68.69,284,61.68,"14,727.667",408,28.41,62.83,-0.032,-0.989,-1.021,-0.778,-0.231,0.02,4.04,3.13,4.73,61,10.69,10.69,5.7,70.24,47.06,"33' 4""","43' 2""",11.11,51.32,"7' 8""",3.96,11.76,31.82,89.23,71.17
"197",2022,"Hank Lebioda","197",NA,NA,71.735,44,19.23,61.15,291.5,63.38,"22,989.917",574,28.93,60.34,0.095,-0.545,-0.45,0.023,-0.384,-0.184,4.05,3.11,4.65,61.78,10.27,18.04,8.7,77.21,44.3,"34' 5""","51' 9""",16.92,44.93,"8' 2""",5.73,12.61,36.51,88.51,71.67
"198",2022,"Jimmy Walker","198",NA,NA,71.939,41,23.02,53.25,293.9,64.5,"21,289.833",589,29.07,57.25,-0.3,-0.248,-0.548,0.101,-0.565,0.215,4.04,3.07,4.71,62.34,12.89,21.56,5.8,76.9,53.76,"31' 8""","42' 11""",14.29,46.67,"7' 0""",3.94,16.24,28.28,88.18,72
"199",2022,"Adam Schenk","199",2,NA,71.555,49,17.57,52.22,303.2,63.72,"25,148.083",642,28.61,58.75,0.166,-0.792,-0.626,-0.021,-0.239,-0.532,4.06,3.06,4.71,62.93,14.92,18.75,8.3,71.39,53.56,"33' 5""","49' 7""",14.12,37.08,"9' 0""",4.88,13.85,32.35,89.97,72.43
"200",2022,"Chesson Hadley","200",NA,NA,72.433,48,19.58,52.04,301.9,61.69,"22,137.250",569,28.69,58.91,0.476,-1.496,-1.02,-0.503,-0.522,-0.471,4.11,3.06,4.72,63.03,16.89,18.49,5,71.3,50,"33' 5""","47' 6""",14.29,50,"9' 2""",2.56,12.71,39.19,91.07,71.17
"201",2022,"David Skinns","201",NA,NA,72.436,34,19.05,53.68,300.3,64.54,"14,142.333",356,29.56,54.84,-0.271,-0.918,-1.189,-0.361,-0.511,-0.046,4.07,3.13,4.72,62.74,17.09,16.36,4.7,77.65,55.45,"34' 8""","47' 7""",17.39,40,"7' 9""",6.17,16.22,23.21,86.93,72.5
"202",2022,"Richy Werenski","202",NA,NA,72.183,40,22.58,56.08,292.1,63.89,"18,819.750",496,28.95,56.92,0.202,-0.894,-0.692,-0.267,-0.436,-0.19,4.08,3.08,4.71,61.39,14.74,16.84,5.3,71.84,54.55,"34' 4""","45' 11""",14.29,44.74,"7' 7""",6.87,16.48,31.08,88.8,71
"203",2022,"Joshua Creel","203",NA,NA,72.723,25,17.57,61.89,283.4,58.44,"9,773.667",266,28.56,62.57,0.484,-1.256,-0.772,-0.964,-0.071,-0.222,4.07,3.14,4.83,61.1,16.19,10.95,7.6,69.91,47.37,"34' 0""","40' 8""",25,58.62,"8' 10""",6.25,18,26.83,89.09,72
"204",2022,"Dawie van der Walt","204",NA,NA,72.514,32,17.86,57.53,294.5,64.76,"11,585.250",322,29.5,53.2,-0.276,-0.524,-0.8,-0.252,-0.146,-0.126,4.07,3.02,4.86,62.9,14.63,18.29,6.5,74.61,51.85,"31' 4""","47' 9""",14.29,30.95,"8' 0""",9.33,15.15,33.33,86.14,73.5
"205",2022,"Brett Drewitt","205",NA,NA,72.169,32,15.79,56.82,294.1,65.28,"10,469.500",283,29.44,61,-1.067,-0.006,-1.073,-0.403,-0.022,0.418,4.08,3.14,4.62,62.47,15.25,14.35,9.9,75.98,53.37,"33' 10""","39' 10""",22.58,47.37,"6' 2""",2.86,6.9,17.14,85.99,69.75
"206",2022,"Matt Wallace","206",1,NA,72.328,26,11.11,55.87,303.5,63.46,"14,484.917",375,29.62,54.97,-0.43,-1.53,-1.96,-0.608,-0.751,-0.17,4.13,3.04,4.77,63.48,17.71,12.85,6.6,76,48.1,"34' 3""","40' 11""",26,44.44,"8' 4""",2.86,15.07,26.92,87.56,69.33
"207",2022,"Jonas Blixt","207",NA,NA,73.961,25,11.49,54.18,293,56.22,"12,294.167",303,28.12,56.85,-0.074,-2.088,-2.162,-1.265,-0.528,-0.296,4.09,3.21,4.85,62.66,15.52,16.81,9.1,69.68,44.03,"35' 1""","49' 8""",10.81,47.46,"7' 8""",7.41,8.47,28.57,89.94,73
"208",2022,"Bronson Burgoon","208",NA,NA,72.242,37,18.18,52.45,298.4,62.76,"17,544.083",479,28.92,58.06,0.068,-0.929,-0.861,-0.199,-0.488,-0.242,4.09,3.05,4.76,62.24,13.82,20.33,8.1,73.88,51.03,"30' 6""","45' 11""",9.43,44.44,"7' 10""",4.2,19.35,32.47,88.16,70.8
"209",2022,"Charl Schwartzel","209",NA,NA,73.772,23,21.74,49.53,295.6,59.18,"12,584.333",303,29.52,50.3,-1.321,-1.459,-2.78,-0.409,-0.977,-0.073,4.16,3.2,4.7,61.97,12.99,21.21,6.9,70.25,48.45,"34' 3""","48' 7""",27.08,39.02,"7' 4""",0,12.77,25,81.79,72
